證券代號,公司名稱,市值(百萬元),年月,股本(億),收盤價(元),平均股價(元),營業收入(億),稅後淨利(億),營業利益率(%),ROE(%),稅後淨利率(%),ROA(%),M營業利益成長率,M稅後淨利成長率,PER,PBR,負債/淨值比,流動比率,速動比率,應收帳款周轉次,存貨周轉率,Return,年份,ReturnMean_year_Label,prediction_proba,訓練年份,測試年份,使用準則,最大深度,排名
1104,環泥,139956.0,2022,65.4,22.2,21.4,70.6,20.4,11.9,10.7,28.89518413597734,8.25,18.4,87.6,6.86,0.67,21.86,21.32,58.19,4.95,0.95,2.777777777777767,2022,1,1.0,2021,2022,gini,3,1
1108,幸福,44550.0,2022,40.5,10.75,11.0,41.5,5.81,17.1,12.2,14.0,6.57,110.0,122.0,7.65,0.91,15.52,18.48,16.62,4.76,1.56,-9.66386554621849,2022,1,1.0,2021,2022,gini,3,2
1101,台泥,2899800.0,2022,716.0,33.65,40.5,1139,54.0,1.02,1.79,4.741000877963126,0.92,-94.1,-73.3,54.7,1.37,-0.31,118.1,5.59,91.1,4.53,-29.89583333333334,2022,0,0.5,2021,2022,gini,3,3
1216,統一,3777200.0,2022,568.0,66.6,66.5,5248,172.0,5.53,14.2,3.277439024390244,4.98,2.2,-13.6,22.0,3.0,186.9,111.7,78.98,19.67,7.18,-2.915451895043732,2022,1,0.5,2021,2022,gini,3,4
1303,南亞,6177470.0,2022,793.0,71.0,77.9,3552,321.0,9.02,9.35,9.037162162162163,5.77,-60.5,-60.5,19.2,1.65,68.82,142.6,108.0,5.47,5.45,-16.86182669789228,2022,1,0.5,2021,2022,gini,3,5
1301,台塑,6153420.0,2022,637.0,86.8,96.6,2516,361.0,10.6,9.5,14.34817170111288,6.85,-55.5,-49.3,17.0,1.72,42.93,167.8,139.2,8.1,8.91,-16.53846153846154,2022,1,0.5,2021,2022,gini,3,6
1229,聯華,839160.0,2022,148.0,50.1,56.7,123,38.7,12.6,8.81,31.46341463414634,6.84,7.62,-5.32,21.6,2.24,0.09,23.31,-5.3,78.16,4.52,-19.06300484652665,2022,0,0.5,2021,2022,gini,3,7
1326,台化,4371560.0,2022,586.0,70.5,74.6,3799,73.6,-1.39,2.25,1.937351934719663,1.6,-115.0,-80.8,59.2,1.34,48.79,193.3,145.2,9.55,7.68,-12.74752475247525,2022,1,0.5,2021,2022,gini,3,8
1201,味全,103224.0,2022,50.6,19.05,20.4,200,2.4,1.67,3.38,1.2,1.35,-48.1,-52.6,43.5,1.43,-0.64,15.54,2.56,72.47,3.92,-14.38202247191011,2022,1,0.0,2021,2022,gini,3,9
1102,亞泥,1540700.0,2022,355.0,41.0,43.4,903,120.0,9.49,6.91,13.2890365448505,3.93,-51.5,-20.3,12.0,0.96,3.03,61.28,2.2,86.99,6.59,-7.449209932279905,2022,1,0.0,2021,2022,gini,3,10
1108,幸福,60345.00000000001,2023,40.5,15.8,14.9,50.9,5.27,12.0,10.6,10.35363457760314,5.37,-13.9,-9.3,11.4,1.19,20.1,19.57,12.57,4.58,1.58,46.97674418604652,2023,1,1.0,2022,2023,gini,5,1
1201,味全,99176.00000000001,2023,50.6,19.05,19.6,215,2.68,1.49,3.71,1.246511627906977,1.51,-3.93,11.7,37.0,1.36,1.39,23.32,0.82,72.97,4.29,0.0,2023,0,1.0,2022,2023,gini,5,2
1216,統一,4078240.0,2023,568.0,74.5,71.8,5811,183.0,4.93,15.6,3.149199793495096,4.98,-1.3,6.8,22.2,3.27,241.1,97.09,67.76,21.11,7.11,11.86186186186187,2023,1,1.0,2022,2023,gini,5,3
1101,台泥,2718000.0,2023,755.0,34.85,36.0,1093,80.0,9.18,4.07,7.319304666056725,2.15,763.0,48.0,34.0,1.21,-2.98,91.44,6.56,81.22,3.3,3.566121842496294,2023,0,0.6666666666666666,2022,2023,gini,5,4
1109,信大,60016.00000000001,2023,34.1,18.25,17.6,62.6,6.86,15.8,8.22,10.95846645367412,7.01,8.58,71.8,8.78,0.74,15.74,480.6,408.6,5.67,5.07,16.61341853035144,2023,1,0.6666666666666666,2022,2023,gini,5,5
1102,亞泥,1491000.0,2023,355.0,41.45,42.0,802,109.0,9.3,5.89,13.59102244389027,3.35,-13.0,-9.43,12.8,0.88,-3.09,40.09,4.14,86.98,6.47,1.097560975609763,2023,0,0.6666666666666666,2022,2023,gini,5,6
1229,聯華,968540.0,2023,158.0,66.7,61.3,136,41.6,8.56,8.04,30.58823529411765,6.18,-25.1,7.4,23.2,2.12,1.13,31.61,22.34,81.74,4.13,33.13373253493015,2023,1,0.6666666666666666,2022,2023,gini,5,7
1314,中石化,371574.0,2023,378.0,9.77,9.83,254,-10.6,-11.5,-1.37,-4.173228346456693,-0.75,24.2,-555.0,16.700000000000003,0.47,-0.35,18.24,-0.95,104.4,7.05,-1.113360323886652,2023,0,0.5,2022,2023,gini,5,8
1104,環泥,183729.0,2023,67.3,29.7,27.3,78,21.1,12.5,10.6,27.05128205128205,8.38,15.9,3.25,8.73,0.84,20.61,37.97,47.39,4.76,1.02,33.78378378378378,2023,1,0.5,2022,2023,gini,5,9
1313,聯成,205360.0,2023,136.0,15.2,15.1,732,-2.83,-0.27,-1.01,-0.3866120218579235,-0.53,91.7,77.1,16.700000000000003,0.67,-0.77,38.84,15.1,96.98,23.31,11.76470588235294,2023,1,0.5,2022,2023,gini,5,10
1101,台泥,2483950.0,2024,755.0,31.7,32.9,1546,113.0,11.1,5.56,7.309184993531695,2.94,70.8,40.8,22.7,1.03,1.47,90.03,21.27,78.83,3.45,-9.038737446197997,2024,1,0.625,2023,2024,gini,3,1
1110,東泥,117832.0,2024,57.2,20.5,20.6,28.7,3.48,11.7,4.06,12.12543554006969,3.07,466.0,133.0,33.8,1.25,32.99,149.4,79.34,4.06,1.97,9.042553191489358,2024,1,0.625,2023,2024,gini,3,2
1229,聯華,1089270.0,2024,171.0,50.7,63.7,129,41.9,10.3,6.99,32.48062015503876,5.51,14.3,0.78,25.9,2.07,0.16,34.95,12.9,79.2,3.57,-23.9880059970015,2024,0,0.625,2023,2024,gini,3,3
1102,亞泥,1530050.0,2024,355.0,40.4,43.1,763,129.0,10.4,6.38,16.90694626474443,3.79,6.75,18.4,11.2,0.84,-5.98,16.65,6.77,85.44,5.95,-2.533172496984328,2024,1,0.625,2023,2024,gini,3,4
1216,統一,4600800.0,2024,568.0,80.9,81.0,6576,207.0,5.14,16.0,3.147810218978103,4.7,18.1,12.7,22.3,3.41,238.8,97.73,68.08,22.61,7.44,8.590604026845645,2024,1,0.625,2023,2024,gini,3,5
1227,佳格,355020.0,2024,91.5,36.65,38.8,290,17.3,6.59,9.9,5.96551724137931,6.78,40.4,41.5,20.3,1.92,46.48,234.5,154.0,6.03,3.95,-5.784061696658098,2024,1,0.625,2023,2024,gini,3,6
1109,信大,63766.99999999999,2024,34.1,17.7,18.7,46.6,4.69,14.0,5.19,10.06437768240343,4.59,-34.2,-31.6,13.5,0.77,10.56,699.7,575.0,4.55,3.72,-3.01369863013699,2024,1,0.625,2023,2024,gini,3,7
1108,幸福,63585.0,2024,40.5,14.45,15.7,48.7,4.94,13.1,9.63,10.14373716632444,4.84,4.39,-6.3,12.8,1.22,18.56,21.74,13.18,4.17,1.35,-8.544303797468363,2024,1,0.625,2023,2024,gini,3,8
1104,環泥,215031.0,2024,68.7,28.6,31.3,79.5,14.8,13.3,6.49,18.61635220125786,5.29,8.52,-29.7,14.5,0.91,9.42,50.27,43.09,4.83,1.08,-3.703703703703697,2024,1,0.625,2023,2024,gini,3,9
1103,嘉泥,141410.0,2024,79.0,17.0,17.9,29.9,3.2,-5.09,1.53,10.70234113712375,0.94,-3.0,294.0,37.4,0.57,2.43,326.8,79.07,19.66,68.88,-10.76115485564305,2024,1,0.4,2023,2024,gini,3,10
